x,y,study
0.04393646105129215,1.4591995113991878,demo_rnorm_in_r
0.5871556978282059,0.6377669094492012,demo_rnorm_in_r
0.5550816231683156,-0.561186178723773,demo_rnorm_in_r
-1.06809987378741,0.9761206985838676,demo_rnorm_in_r
1.4933308424627545,0.09910280808708395,demo_rnorm_in_r
0.8400143846525849,1.2574155116403927,demo_rnorm_in_r
-0.5263361853277682,0.7450067465142368,demo_rnorm_in_r
0.7426352900788051,-0.5582842122654003,demo_rnorm_in_r
0.2176856367310838,-0.3403987002525794,demo_rnorm_in_r
-0.18718386295033407,0.196618772474006,demo_rnorm_in_r
-0.03808795030772226,-0.7061760484002595,demo_rnorm_in_r
-1.7593755114898884,-1.7121831796478506,demo_rnorm_in_r
-1.3638415019768466,-1.7059262201183985,demo_rnorm_in_r
-0.8911450233065182,0.9671540313960484,demo_rnorm_in_r
0.7668747780989771,1.4608836079884937,demo_rnorm_in_r
-1.1861535711929723,0.2617946374588494,demo_rnorm_in_r
-0.5950149178479878,0.2146358762755821,demo_rnorm_in_r
1.723495979649161,-0.079635421135266,demo_rnorm_in_r
0.34198962327935106,-0.6465697150471879,demo_rnorm_in_r
-0.9550249013677459,-0.24087640597625817,demo_rnorm_in_r
-0.09532872177502466,0.5924049918311463,demo_rnorm_in_r
0.3008835146173582,-0.0862427690397256,demo_rnorm_in_r
-1.7359196004090933,0.21107727412867797,demo_rnorm_in_r
1.2623795741302137,0.7066169583738249,demo_rnorm_in_r
-0.12645531870875454,-0.29823127326887283,demo_rnorm_in_r
0.9966828161000417,-0.2732351023945899,demo_rnorm_in_r
1.775331840794373,-1.7486983519355481,demo_rnorm_in_r
-0.9455278755918604,0.533826305342963,demo_rnorm_in_r
-1.4173930266292094,0.07241872867093206,demo_rnorm_in_r
-0.7768517932814167,2.4967023729852706,demo_rnorm_in_r
1.0460672028542628,-0.48475768563701416,demo_rnorm_in_r
-1.5239137126995772,0.67464697550282815,demo_rnorm_in_r
-0.14858601575342198,0.18464466711070307,demo_rnorm_in_r
0.8081151354302964,0.16973402054735218,demo_rnorm_in_r
-0.32567853421732806,-0.2705574792320484,demo_rnorm_in_r
0.22247924518917814,-0.7936388939691857,demo_rnorm_in_r
1.056852321554776,0.3925397661546588,demo_rnorm_in_r
0.014827169940004804,0.29592065765053005,demo_rnorm_in_r
-0.16460921956852678,-1.0210880240730513,demo_rnorm_in_r
0.9209616871392848,0.03746833930424747,demo_rnorm_in_r
-1.2488996785952138,0.7730447590341247,demo_rnorm_in_r
1.0413522218862215,0.5361365232073986,demo_rnorm_in_r
-0.7265533905095352,0.5239448644186813,demo_rnorm_in_r
-0.6784411318109702,0.11280358013935139,demo_rnorm_in_r
-0.6509714626273184,-0.20712365024971202,demo_rnorm_in_r
1.3736300354267839,1.3067049931185677,demo_rnorm_in_r
0.49586790386704754,1.2485939816719054,demo_rnorm_in_r
-0.3817087104780991,0.9659090713568781,demo_rnorm_in_r
-0.14434622387536603,0.06822014844206929,demo_rnorm_in_r
0.5557373611534121,0.14232306792642185,demo_rnorm_in_r
0.37151012407710493,-0.3266505328924229,demo_rnorm_in_r
-1.5816775201248268,0.30988392350864374,demo_rnorm_in_r
0.6755131194742006,0.6742396602628413,demo_rnorm_in_r
-0.03668487831175268,-0.24649012961165923,demo_rnorm_in_r
-0.1533418330011693,-0.6562953290215299,demo_rnorm_in_r
-0.6417117698692932,-0.9367099835041451,demo_rnorm_in_r
